sentence_id,sentence,top_label,top_score,all_labels,all_scores
213,Through this whole term the Government has been what may emphatically be called self-government.,governance,0.8737126588821411,"[""governance"", ""politics"", ""society"", ""economy"", ""war/security""]","[0.8737126588821411, 0.0600765161216259, 0.051276352256536484, 0.010990896262228489, 0.0039435988292098045]"
214,And what has been the effect?,governance,0.33540046215057373,"[""governance"", ""society"", ""economy"", ""politics"", ""war/security""]","[0.33540046215057373, 0.25047767162323, 0.20644867420196533, 0.12902581691741943, 0.07864736765623093]"
215,"To whatever object we turn our attention, whether it relates to our foreign or domestic concerns, we find abundant cause to felicitate ourselves in the excellence of our institutions.",society,0.5196678042411804,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.5196678042411804, 0.17986275255680084, 0.1289280205965042, 0.08607783168554306, 0.08546355366706848]"
216,During a period fraught with difficulties and marked by very extraordinary events the United States have flourished beyond example.,society,0.5633522272109985,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.5633522272109985, 0.13829468190670013, 0.12841078639030457, 0.10184414684772491, 0.06809816509485245]"
217,Their citizens individually have been happy and the nation prosperous.,society,0.6010386943817139,"[""society"", ""economy"", ""governance"", ""politics"", ""war/security""]","[0.6010386943817139, 0.21869665384292603, 0.15186317265033722, 0.01903705857694149, 0.009364466182887554]"
218,"Under this Constitution our commerce has been wisely regulated with foreign nations and between the States; new States have been admitted into our Union; our territory has been enlarged by fair and honorable treaty, and with great advantage to the original States; the States, respectively protected by the National Government under a mild, parental system against foreign dangers, and enjoying within their separate spheres, by a wise partition of power, a just proportion of the sovereignty, have improved their police, extended their settlements, and attained a strength and maturity which are the best proofs of wholesome laws well administered.",governance,0.5790112614631653,"[""governance"", ""economy"", ""society"", ""war/security"", ""politics""]","[0.5790112614631653, 0.16447263956069946, 0.10828158259391785, 0.07679128646850586, 0.07144324481487274]"
219,And if we look to the condition of individuals what a proud spectacle does it exhibit!,economy,0.38143298029899597,"[""economy"", ""society"", ""governance"", ""war/security"", ""politics""]","[0.38143298029899597, 0.1780156046152115, 0.14834043383598328, 0.14694638550281525, 0.14526459574699402]"
220,On whom has oppression fallen in any quarter of our Union?,society,0.4273515045642853,"[""society"", ""war/security"", ""governance"", ""politics"", ""economy""]","[0.4273515045642853, 0.18892031908035278, 0.16579598188400269, 0.13338732719421387, 0.08454481512308121]"
221,Who has been deprived of any right of person or property?,governance,0.3003644347190857,"[""governance"", ""economy"", ""society"", ""politics"", ""war/security""]","[0.3003644347190857, 0.25946420431137085, 0.21655669808387756, 0.11236849427223206, 0.11124616861343384]"
222,Who restrained from offering his vows in the mode which he prefers to the Divine Author of his being?,economy,0.5647603273391724,"[""economy"", ""governance"", ""politics"", ""society"", ""war/security""]","[0.5647603273391724, 0.2037103772163391, 0.08634437620639801, 0.07986918091773987, 0.06531575322151184]"
223,It is well known that all these blessings have been enjoyed in their fullest extent; and I add with peculiar satisfaction that there has been no example of a capital punishment being inflicted on anyone for the crime of high treason.,society,0.3409961760044098,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.3409961760044098, 0.2220834642648697, 0.19977326691150665, 0.13738034665584564, 0.09976672381162643]"
224,Some who might admit the competency of our Government to these beneficent duties might doubt it in trials which put to the test its strength and efficiency as a member of the great community of nations.,governance,0.7198222279548645,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.7198222279548645, 0.14548859000205994, 0.08191057294607162, 0.03276047855615616, 0.020018108189105988]"
225,Here too experience has afforded us the most satisfactory proof in its favor.,economy,0.24403250217437744,"[""economy"", ""society"", ""governance"", ""war/security"", ""politics""]","[0.24403250217437744, 0.23485276103019714, 0.23458637297153473, 0.1483253836631775, 0.1382029801607132]"
226,Just as this Constitution was put into action several of the principal States of Europe had become much agitated and some of them seriously convulsed.,governance,0.4942290186882019,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.4942290186882019, 0.1697060614824295, 0.12899106740951538, 0.1105843111872673, 0.0964895561337471]"
227,"Destructive wars ensued, which have of late only been terminated.",war/security,0.7517558932304382,"[""war/security"", ""politics"", ""society"", ""economy"", ""governance""]","[0.7517558932304382, 0.13773027062416077, 0.06234010308980942, 0.024950627237558365, 0.023223182186484337]"
228,In the course of these conflicts the United States received great injury from several of the parties.,war/security,0.42887112498283386,"[""war/security"", ""politics"", ""society"", ""governance"", ""economy""]","[0.42887112498283386, 0.3256327211856842, 0.09240558743476868, 0.07975684106349945, 0.07333377748727798]"
229,"It was their interest to stand aloof from the contest, to demand justice from the party committing the injury, and to cultivate by a fair and honorable conduct the friendship of all.",society,0.2963908016681671,"[""society"", ""economy"", ""politics"", ""governance"", ""war/security""]","[0.2963908016681671, 0.29590386152267456, 0.22615352272987366, 0.153446227312088, 0.028105635195970535]"
230,"War became at length inevitable, and the result has shown that our Government is equal to that, the greatest of trials, under the most unfavorable circumstances.",war/security,0.46697211265563965,"[""war/security"", ""governance"", ""society"", ""politics"", ""economy""]","[0.46697211265563965, 0.421245813369751, 0.05384645238518715, 0.05037243664264679, 0.007563257124274969]"
231,"Of the virtue of the people and of the heroic exploits of the Army, the Navy, and the militia I need not speak.",society,0.6750401854515076,"[""society"", ""war/security"", ""governance"", ""economy"", ""politics""]","[0.6750401854515076, 0.1900540590286255, 0.0746607854962349, 0.038590215146541595, 0.021654726937413216]"
